user_id,exercise_id,rating
user_0006,17,3.7
user_0006,13,4.0
user_0006,29,2.9
user_0006,38,2.7
user_0006,18,2.4
user_0006,12,2.6
user_0007,4,2.6
user_0007,26,3.5
user_0007,2,2.7
user_0007,5,2.1
user_0007,11,3.6
user_0007,24,3.2
user_0007,22,1.2
user_0007,40,2.4
user_0007,36,3.5
user_0007,21,2.9
user_0007,16,3.3
user_0007,15,2.1
user_0007,37,2.4
user_0007,0,3.1
user_0007,43,2.1
user_0008,25,2.4
user_0008,51,4.3
user_0008,14,4.5
user_0008,18,2.4
user_0008,12,1.0
user_0008,23,3.4
user_0008,48,3.8
user_0008,37,3.9
user_0008,49,3.5
user_0008,4,2.0
user_0008,34,2.6
user_0008,2,2.2
user_0008,24,2.8
user_0008,39,3.6
user_0008,40,4.8
user_0009,9,4.3
user_0009,24,2.5
user_0009,44,2.7
user_0009,11,4.6
user_0009,3,4.0
user_0009,16,3.0
user_0009,38,3.8
user_0009,26,2.4
user_0009,41,2.8
user_0009,49,3.1
user_0009,40,2.8
user_0009,30,3.2
user_0009,23,3.8
user_0009,1,2.0
user_0009,50,3.6
user_0010,1,2.3
user_0010,14,4.0
user_0010,45,2.8
user_0010,22,3.0
user_0010,39,4.0
user_0010,47,2.6
user_0010,11,1.9
user_0010,29,1.0
user_0010,42,3.7
user_0010,4,2.4
user_0010,38,4.2
user_0010,32,3.4
user_0010,7,2.8
user_0010,28,2.5
user_0010,46,2.7
user_0011,29,2.9
user_0011,9,2.7
user_0011,48,1.6
user_0011,14,3.3
user_0011,16,1.0
user_0011,25,2.6
user_0011,24,1.6
user_0011,42,2.8
user_0011,27,2.2
user_0011,13,1.0
user_0011,18,1.3
user_0011,11,1.9
user_0011,33,3.6
user_0011,31,1.7
user_0011,41,4.3
user_0012,15,1.6
user_0012,18,2.4
user_0012,3,3.3
user_0012,51,2.5
user_0012,2,3.3
user_0012,32,1.9
user_0012,22,2.9
user_0012,49,3.9
user_0012,11,4.9
user_0012,26,4.2
user_0012,24,2.9
user_0012,35,2.2
user_0012,10,4.0
user_0012,39,1.3
user_0012,9,3.3
user_0013,11,2.1
user_0013,5,1.7
user_0013,39,3.6
user_0013,12,2.3
user_0013,38,3.2
user_0013,21,1.0
user_0013,22,3.1
user_0013,25,4.0
user_0013,20,3.7
user_0013,6,3.5
user_0013,17,2.9
user_0013,37,3.6
user_0013,15,3.9
user_0013,24,3.0
user_0013,9,4.2
user_0014,11,4.3
user_0014,39,2.9
user_0014,2,3.7
user_0014,17,3.0
user_0014,25,3.7
user_0014,27,4.2
user_0014,36,4.3
user_0014,16,4.5
user_0014,30,2.8
user_0014,29,4.8
user_0014,31,4.6
user_0014,12,4.8
user_0014,3,4.7
user_0014,6,2.7
user_0014,10,4.5
user_0015,31,3.5
user_0015,45,2.6
user_0015,21,3.1
user_0015,46,1.1
user_0015,36,3.5
user_0015,25,3.4
user_0015,29,3.4
user_0015,14,2.3
user_0015,50,3.1
user_0015,2,2.8
user_0015,15,2.1
user_0015,0,4.5
user_0015,20,1.7
user_0015,13,3.2
user_0015,11,4.1
user_0016,0,3.7
user_0016,42,4.4
user_0016,4,2.8
user_0016,34,3.3
user_0016,47,2.9
user_0016,9,4.0
user_0016,35,4.2
user_0016,3,3.5
user_0016,33,4.3
user_0016,7,3.1
user_0016,39,3.5
user_0016,14,3.6
user_0016,23,3.2
user_0016,32,2.7
user_0016,8,4.9
user_0017,23,2.5
user_0017,42,1.8
user_0017,30,3.3
user_0017,43,1.8
user_0017,25,3.6
user_0017,6,3.5
user_0017,0,5.0
user_0017,15,2.8
user_0017,35,2.6
user_0017,40,4.2
user_0017,14,3.1
user_0017,21,5.0
user_0017,20,1.6
user_0017,11,4.4
user_0017,8,3.8
user_0018,18,1.9
user_0018,49,3.0
user_0018,7,1.0
user_0018,32,2.5
user_0018,6,1.3
user_0018,45,4.4
user_0018,29,3.1
user_0018,35,1.3
user_0018,44,3.0
user_0018,12,2.0
user_0018,4,1.3
user_0018,20,1.6
user_0018,11,1.6
user_0018,27,2.3
user_0018,31,2.6
user_0019,4,5.0
user_0019,36,3.2
user_0019,1,5.0
user_0019,44,3.4
user_0019,6,3.6
user_0019,5,4.6
user_0019,8,3.6
user_0019,49,2.7
user_0019,35,3.2
user_0019,40,3.4
user_0019,19,4.9
user_0019,16,3.7
user_0019,11,4.6
user_0019,23,5.0
user_0019,27,4.2
user_0020,49,3.8
user_0020,0,3.1
user_0020,15,2.2
user_0020,48,2.7
user_0020,16,3.8
user_0020,13,3.4
user_0020,28,3.0
user_0020,42,3.0
user_0020,5,3.6
user_0020,41,3.5
user_0020,9,3.6
user_0020,36,3.3
user_0020,20,2.1
user_0020,21,3.2
user_0020,39,3.8
user_0021,1,4.5
user_0021,20,4.5
user_0021,16,3.0
user_0021,34,4.5
user_0021,10,2.4
user_0021,30,3.4
user_0021,47,4.3
user_0021,40,4.7
user_0021,50,4.7
user_0021,0,3.7
user_0021,32,3.6
user_0021,44,3.5
user_0021,12,4.2
user_0021,51,4.2
user_0021,29,1.5
user_0022,38,2.6
user_0022,41,2.5
user_0022,1,2.3
user_0022,23,2.0
user_0022,32,1.9
user_0022,42,3.5
user_0022,2,3.1
user_0022,43,2.6
user_0022,27,2.6
user_0022,10,3.5
user_0022,14,3.3
user_0022,13,4.4
user_0022,26,3.9
user_0022,8,2.8
user_0022,44,1.7
user_0023,37,1.4
user_0023,30,1.9
user_0023,44,2.4
user_0023,9,4.4
user_0023,41,2.2
user_0023,36,2.5
user_0023,24,2.2
user_0023,48,1.1
user_0023,10,1.8
user_0023,33,3.5
user_0023,21,2.8
user_0023,49,4.1
user_0023,18,1.5
user_0023,47,1.2
user_0023,45,4.3
user_0024,19,1.9
user_0024,3,4.0
user_0024,47,2.2
user_0024,35,2.7
user_0024,20,2.2
user_0024,36,3.7
user_0024,2,3.0
user_0024,32,2.2
user_0024,41,3.0
user_0024,44,3.6
user_0024,8,3.8
user_0024,46,2.2
user_0024,45,4.3
user_0024,24,1.9
user_0024,26,2.1
user_0025,9,3.1
user_0025,20,3.3
user_0025,11,4.8
user_0025,30,2.1
user_0025,18,2.3
user_0025,22,2.8
user_0025,27,2.4
user_0025,7,2.0
user_0025,45,3.6
user_0025,2,3.6
user_0025,25,4.3
user_0025,28,2.8
user_0025,33,2.5
user_0025,40,4.1
user_0025,8,3.9
user_0026,25,4.1
user_0026,7,2.7
user_0026,5,2.0
user_0026,6,2.8
user_0026,4,3.1
user_0026,28,3.3
user_0026,9,3.6
user_0026,11,3.2
user_0026,49,4.2
user_0026,42,1.8
user_0026,10,4.3
user_0026,16,3.9
user_0026,27,4.7
user_0026,0,3.9
user_0026,33,3.3
user_0027,47,2.4
user_0027,22,3.0
user_0027,1,1.0
user_0027,33,2.0
user_0027,23,3.0
user_0027,5,3.3
user_0027,10,4.5
user_0027,3,4.6
user_0027,27,3.1
user_0027,29,3.6
user_0027,24,2.9
user_0027,41,2.5
user_0027,43,3.3
user_0027,0,4.2
user_0027,36,4.8
user_0028,14,5.0
user_0028,43,5.0
user_0028,0,3.7
user_0028,31,2.0
user_0028,17,4.9
user_0028,16,2.1
user_0028,35,3.5
user_0028,44,4.1
user_0028,33,4.9
user_0028,13,3.5
user_0028,28,5.0
user_0028,23,3.4
user_0028,30,4.2
user_0028,38,3.9
user_0028,34,3.0
user_0029,15,1.5
user_0029,27,4.9
user_0029,49,4.4
user_0029,43,2.1
user_0029,11,3.7
user_0029,10,5.0
user_0029,47,2.0
user_0029,42,2.1
user_0029,37,2.0
user_0029,19,1.1
user_0029,25,3.9
user_0029,23,1.4
user_0029,12,3.5
user_0029,0,4.1
user_0029,4,2.5
user_0030,30,3.1
user_0030,37,4.1
user_0030,24,3.4
user_0030,14,5.0
user_0030,50,1.8
user_0030,32,3.9
user_0030,41,4.3
user_0030,22,3.2
user_0030,33,4.7
user_0030,8,3.0
user_0030,29,1.6
user_0030,9,2.8
user_0030,6,2.9
user_0030,49,3.9
user_0030,38,3.9
user_0031,37,3.0
user_0031,15,3.4
user_0031,12,4.2
user_0031,9,4.2
user_0031,7,3.9
user_0031,22,2.3
user_0031,25,3.9
user_0031,33,3.3
user_0031,31,3.8
user_0031,39,3.2
user_0031,2,2.7
user_0031,14,3.3
user_0031,13,3.8
user_0031,8,3.3
user_0031,18,3.3
user_0032,2,4.1
user_0032,51,3.9
user_0032,39,3.9
user_0032,44,3.6
user_0032,34,2.9
user_0032,4,4.1
user_0032,16,2.5
user_0032,45,3.2
user_0032,8,5.0
user_0032,3,4.4
user_0032,40,4.7
user_0032,43,2.7
user_0032,6,5.0
user_0032,33,4.5
user_0032,25,4.0
user_0033,2,2.4
user_0033,50,3.8
user_0033,38,4.5
user_0033,18,2.9
user_0033,24,3.2
user_0033,33,4.6
user_0033,8,4.5
user_0033,10,1.0
user_0033,45,3.5
user_0033,14,3.4
user_0033,21,2.6
user_0033,35,3.6
user_0033,19,2.8
user_0033,37,3.8
user_0033,0,2.7
user_0034,6,2.9
user_0034,1,5.0
user_0034,23,5.0
user_0034,49,1.7
user_0034,5,4.2
user_0034,48,3.6
user_0034,37,3.6
user_0034,32,4.3
user_0034,42,4.0
user_0034,4,4.1
user_0034,24,4.5
user_0034,35,4.2
user_0034,28,4.0
user_0034,3,2.9
user_0034,34,3.7
user_0035,6,2.8
user_0035,18,2.0
user_0035,35,3.3
user_0035,41,2.6
user_0035,27,2.1
user_0035,30,2.9
user_0035,9,3.1
user_0035,14,3.0
user_0035,8,2.9
user_0035,11,3.9
user_0035,26,2.1
user_0035,28,2.6
user_0035,49,2.9
user_0035,36,2.4
user_0035,44,2.9
user_0036,41,4.7
user_0036,36,2.4
user_0036,40,4.1
user_0036,1,1.8
user_0036,18,3.8
user_0036,38,3.3
user_0036,0,1.5
user_0036,2,2.0
user_0036,45,4.1
user_0036,15,3.4
user_0036,43,3.1
user_0036,49,2.9
user_0036,20,3.1
user_0036,8,2.3
user_0036,27,2.1
user_0037,22,2.7
user_0037,33,3.9
user_0037,28,2.2
user_0037,36,4.0
user_0037,50,1.0
user_0037,3,2.9
user_0037,45,4.7
user_0037,27,2.0
user_0037,6,2.3
user_0037,32,1.7
user_0037,19,1.7
user_0037,11,2.5
user_0037,30,3.2
user_0037,49,4.5
user_0037,44,3.9
user_0038,23,2.9
user_0038,15,4.7
user_0038,11,1.6
user_0038,21,1.0
user_0038,41,4.5
user_0038,42,5.0
user_0038,39,2.9
user_0038,14,5.0
user_0038,35,2.0
user_0038,34,3.3
user_0038,30,3.4
user_0038,33,5.0
user_0038,40,4.9
user_0038,5,2.0
user_0038,44,4.5
user_0039,47,4.0
user_0039,49,4.5
user_0039,43,3.5
user_0039,35,5.0
user_0039,15,4.4
user_0039,51,3.5
user_0039,14,4.4
user_0039,9,3.9
user_0039,23,3.6
user_0039,2,5.0
user_0039,50,5.0
user_0039,32,4.3
user_0039,30,3.0
user_0039,25,3.5
user_0039,0,4.6
user_0040,7,1.3
user_0040,21,4.0
user_0040,17,3.0
user_0040,25,4.9
user_0040,23,1.9
user_0040,26,4.3
user_0040,8,2.4
user_0040,12,3.2
user_0040,10,3.9
user_0040,3,4.3
user_0040,38,2.7
user_0040,31,3.8
user_0040,36,4.1
user_0040,39,2.4
user_0040,27,3.7
user_0041,19,2.6
user_0041,22,2.4
user_0041,50,2.7
user_0041,4,3.8
user_0041,47,2.6
user_0041,25,4.3
user_0041,31,4.8
user_0041,42,2.5
user_0041,18,2.9
user_0041,21,4.0
user_0041,5,2.7
user_0041,6,2.6
user_0041,23,2.0
user_0041,30,3.9
user_0041,8,2.8
user_0042,9,3.0
user_0042,27,4.2
user_0042,41,3.2
user_0042,39,4.5
user_0042,40,3.6
user_0042,36,3.6
user_0042,13,2.9
user_0042,44,4.1
user_0042,46,3.6
user_0042,10,2.3
user_0042,6,2.7
user_0042,50,3.5
user_0042,45,3.9
user_0042,25,3.5
user_0042,30,4.7
user_0043,25,2.3
user_0043,16,2.5
user_0043,3,1.8
user_0043,29,1.8
user_0043,21,1.5
user_0043,15,2.8
user_0043,40,5.0
user_0043,42,3.8
user_0043,14,3.0
user_0043,45,4.5
user_0043,0,1.1
user_0043,49,4.4
user_0043,36,2.9
user_0043,19,1.9
user_0043,13,3.3
user_0044,46,2.3
user_0044,50,2.6
user_0044,6,2.8
user_0044,42,2.8
user_0044,21,4.8
user_0044,51,2.2
user_0044,25,4.0
user_0044,28,2.7
user_0044,27,3.4
user_0044,16,3.4
user_0044,3,3.9
user_0044,41,2.7
user_0044,7,1.0
user_0044,37,2.1
user_0044,31,4.8
user_0045,10,3.4
user_0045,9,3.5
user_0045,0,4.1
user_0045,39,3.5
user_0045,45,3.5
user_0045,31,5.0
user_0045,14,3.2
user_0045,25,3.9
user_0045,49,4.2
user_0045,12,3.4
user_0045,36,4.4
user_0045,23,2.2
user_0045,15,2.6
user_0045,24,2.1
user_0045,3,4.1
user_0046,34,2.5
user_0046,22,2.6
user_0046,29,1.0
user_0046,28,4.3
user_0046,39,3.1
user_0046,26,1.3
user_0046,14,4.1
user_0046,0,1.8
user_0046,19,2.7
user_0046,41,3.8
user_0046,42,4.2
user_0046,49,3.2
user_0046,30,3.7
user_0046,47,2.8
user_0046,38,4.1
user_0047,30,4.3
user_0047,14,4.3
user_0047,47,3.8
user_0047,15,4.4
user_0047,23,3.7
user_0047,28,4.7
user_0047,5,4.7
user_0047,48,3.7
user_0047,18,3.9
user_0047,4,5.0
user_0047,19,4.0
user_0047,31,3.9
user_0047,26,3.6
user_0047,35,3.1
user_0047,3,3.2
user_0048,29,4.6
user_0048,45,3.6
user_0048,17,2.6
user_0048,13,3.0
user_0048,10,5.0
user_0048,1,2.7
user_0048,33,2.3
user_0048,32,2.5
user_0048,30,3.1
user_0048,44,2.8
user_0048,25,4.0
user_0048,49,4.5
user_0048,36,4.0
user_0048,11,3.5
user_0048,27,4.3
user_0049,25,3.5
user_0049,17,1.8
user_0049,38,2.4
user_0049,43,3.6
user_0049,40,4.1
user_0049,51,2.7
user_0049,15,4.9
user_0049,45,3.1
user_0049,41,4.8
user_0049,19,3.5
user_0049,6,3.2
user_0049,42,4.6
user_0049,29,1.0
user_0049,32,3.0
user_0049,9,4.8
user_0050,5,2.4
user_0050,12,1.0
user_0050,43,2.2
user_0050,15,2.2
user_0050,25,3.1
user_0050,49,3.3
user_0050,10,3.3
user_0050,19,1.9
user_0050,31,1.6
user_0050,39,1.2
user_0050,46,2.1
user_0050,47,1.0
user_0050,40,2.5
user_0050,0,4.3
user_0050,20,1.8
user_0051,50,3.8
user_0051,0,3.4
user_0051,45,4.5
user_0051,9,3.4
user_0051,49,3.9
user_0051,17,3.3
user_0051,23,3.2
user_0051,37,2.9
user_0051,31,2.7
user_0051,15,3.7
user_0051,29,1.0
user_0051,39,2.5
user_0051,2,3.8
user_0051,24,2.3
user_0051,6,3.9
user_0052,33,3.7
user_0052,39,1.0
user_0052,17,1.0
user_0052,28,1.0
user_0052,3,2.2
user_0052,44,3.3
user_0052,51,1.4
user_0052,25,3.5
user_0052,0,1.8
user_0052,12,1.2
user_0052,37,1.0
user_0052,35,1.1
user_0052,42,2.8
user_0052,15,2.5
user_0052,40,2.7
user_0053,15,3.4
user_0053,43,2.5
user_0053,30,2.7
user_0053,19,2.3
user_0053,27,2.7
user_0053,29,4.6
user_0053,8,3.8
user_0053,20,3.5
user_0053,16,3.2
user_0053,39,2.5
user_0053,24,2.6
user_0053,49,3.5
user_0053,14,2.9
user_0053,41,2.7
user_0053,28,2.2
user_0054,47,2.8
user_0054,34,3.3
user_0054,41,2.3
user_0054,5,2.7
user_0054,12,4.0
user_0054,46,2.1
user_0054,36,3.5
user_0054,32,3.1
user_0054,33,3.2
user_0054,20,2.2
user_0054,2,2.1
user_0054,39,2.5
user_0054,24,2.4
user_0054,15,2.2
user_0054,13,3.7
user_0055,13,3.5
user_0055,29,3.1
user_0055,39,4.5
user_0055,48,3.9
user_0055,12,2.9
user_0055,16,3.2
user_0055,23,4.3
user_0055,46,3.3
user_0055,4,4.6
user_0055,6,4.3
user_0055,24,3.5
user_0055,5,4.0
user_0055,17,4.8
user_0055,34,4.1
user_0055,50,4.0
user_0056,0,4.8
user_0056,51,2.6
user_0056,9,3.9
user_0056,24,1.8
user_0056,45,3.8
user_0056,11,4.6
user_0056,6,2.4
user_0056,19,2.6
user_0056,17,3.1
user_0056,18,2.0
user_0056,5,4.1
user_0056,40,3.4
user_0056,3,4.7
user_0056,2,3.2
user_0056,7,1.4
user_0057,34,1.9
user_0057,37,2.4
user_0057,38,2.8
user_0057,22,3.0
user_0057,19,1.8
user_0057,0,5.0
user_0057,47,1.4
user_0057,28,2.1
user_0057,9,4.5
user_0057,46,1.7
user_0057,51,1.6
user_0057,44,3.0
user_0057,11,4.8
user_0057,41,1.7
user_0057,40,2.3
user_0058,44,2.7
user_0058,21,3.8
user_0058,50,2.8
user_0058,49,5.0
user_0058,15,2.3
user_0058,45,2.8
user_0058,43,1.8
user_0058,10,4.2
user_0058,30,2.6
user_0058,3,4.5
user_0058,9,4.5
user_0058,19,2.8
user_0058,28,2.6
user_0058,40,2.6
user_0058,48,2.1
user_0059,38,3.4
user_0059,14,3.1
user_0059,21,5.0
user_0059,9,4.2
user_0059,5,2.7
user_0059,36,3.7
user_0059,13,5.0
user_0059,41,1.9
user_0059,51,3.3
user_0059,3,4.0
user_0059,23,2.6
user_0059,40,3.5
user_0059,39,2.9
user_0059,16,5.0
user_0059,25,4.5
user_0060,19,1.5
user_0060,37,1.1
user_0060,20,1.8
user_0060,42,2.2
user_0060,11,1.2
user_0060,41,3.8
user_0060,6,1.8
user_0060,0,1.9
user_0060,45,3.8
user_0060,32,1.8
user_0060,23,1.8
user_0060,15,2.9
user_0060,33,4.2
user_0060,29,2.3
user_0060,51,1.6
user_0061,12,4.9
user_0061,23,1.7
user_0061,49,3.2
user_0061,8,3.2
user_0061,34,3.0
user_0061,27,4.8
user_0061,31,2.5
user_0061,15,3.3
user_0061,13,4.6
user_0061,10,4.8
user_0061,18,2.4
user_0061,9,4.9
user_0061,0,3.4
user_0061,50,2.3
user_0061,22,1.5
user_0062,26,4.0
user_0062,20,2.8
user_0062,12,3.7
user_0062,51,2.4
user_0062,3,4.7
user_0062,1,4.0
user_0062,10,3.9
user_0062,50,3.7
user_0062,32,2.3
user_0062,45,4.0
user_0062,7,3.0
user_0062,4,3.6
user_0062,8,3.2
user_0062,30,2.8
user_0062,39,2.4
user_0063,51,2.6
user_0063,8,3.3
user_0063,27,2.9
user_0063,41,3.1
user_0063,23,2.6
user_0063,25,4.4
user_0063,22,2.1
user_0063,31,3.3
user_0063,2,3.6
user_0063,44,2.3
user_0063,33,3.4
user_0063,21,2.4
user_0063,0,4.5
user_0063,30,2.6
user_0063,1,1.5
user_0064,24,1.5
user_0064,32,1.5
user_0064,45,3.2
user_0064,44,3.6
user_0064,14,3.9
user_0064,2,1.4
user_0064,46,1.0
user_0064,35,1.5
user_0064,6,2.1
user_0064,9,4.7
user_0064,10,2.7
user_0064,33,3.1
user_0064,39,1.8
user_0064,42,3.3
user_0064,49,3.0
user_0065,42,3.1
user_0065,48,3.5
user_0065,6,2.8
user_0065,23,3.6
user_0065,12,4.9
user_0065,37,2.8
user_0065,35,3.9
user_0065,44,2.5
user_0065,8,3.9
user_0065,39,3.4
user_0065,21,4.6
user_0065,15,2.7
user_0065,7,3.9
user_0065,31,3.7
user_0065,26,4.4
user_0066,42,4.7
user_0066,49,2.5
user_0066,22,2.9
user_0066,43,2.8
user_0066,25,3.5
user_0066,37,2.0
user_0066,23,2.9
user_0066,31,1.0
user_0066,4,2.5
user_0066,38,2.0
user_0066,3,1.1
user_0066,14,4.8
user_0066,17,1.5
user_0066,24,3.3
user_0066,33,3.3
user_0067,8,5.0
user_0067,51,2.6
user_0067,20,3.0
user_0067,5,3.8
user_0067,28,3.5
user_0067,46,3.8
user_0067,0,2.8
user_0067,14,3.3
user_0067,2,3.3
user_0067,45,3.3
user_0067,33,4.7
user_0067,42,3.9
user_0067,41,3.8
user_0067,47,3.7
user_0067,34,2.7
user_0068,11,1.9
user_0068,50,2.2
user_0068,37,2.9
user_0068,45,3.6
user_0068,32,2.8
user_0068,24,3.4
user_0068,51,3.9
user_0068,34,1.4
user_0068,49,2.9
user_0068,39,3.3
user_0068,33,5.0
user_0068,0,1.7
user_0068,2,2.0
user_0068,13,2.3
user_0068,9,2.8
user_0069,22,3.6
user_0069,31,1.9
user_0069,27,1.8
user_0069,17,5.0
user_0069,28,3.3
user_0069,50,4.8
user_0069,9,3.0
user_0069,35,3.8
user_0069,2,4.1
user_0069,3,4.1
user_0069,4,2.5
user_0069,0,4.4
user_0069,8,5.0
user_0069,30,3.3
user_0069,41,3.7
user_0070,50,3.9
user_0070,40,3.9
user_0070,46,2.6
user_0070,23,4.1
user_0070,12,3.5
user_0070,22,3.0
user_0070,37,4.8
user_0070,5,4.9
user_0070,14,2.4
user_0070,2,3.8
user_0070,42,3.6
user_0070,1,3.8
user_0070,35,4.1
user_0070,48,4.1
user_0070,13,3.4
user_0071,22,2.6
user_0071,34,4.0
user_0071,2,3.6
user_0071,25,3.8
user_0071,14,2.9
user_0071,16,4.4
user_0071,50,4.8
user_0071,8,4.5
user_0071,15,2.8
user_0071,26,2.3
user_0071,45,2.6
user_0071,21,3.4
user_0071,38,4.6
user_0071,44,4.8
user_0071,19,3.7
user_0072,19,3.4
user_0072,8,2.2
user_0072,49,4.1
user_0072,17,1.9
user_0072,32,3.0
user_0072,23,2.2
user_0072,42,4.1
user_0072,45,3.2
user_0072,25,2.7
user_0072,22,2.0
user_0072,41,4.8
user_0072,48,3.1
user_0072,13,3.9
user_0072,46,4.1
user_0072,18,2.8
user_0073,16,3.4
user_0073,24,3.8
user_0073,13,2.4
user_0073,19,3.4
user_0073,41,3.9
user_0073,43,3.4
user_0073,45,3.7
user_0073,2,4.3
user_0073,46,4.0
user_0073,11,3.6
user_0073,36,3.8
user_0073,31,3.5
user_0073,29,2.2
user_0073,44,4.2
user_0073,5,4.7
user_0074,32,2.8
user_0074,36,2.4
user_0074,27,2.1
user_0074,25,2.7
user_0074,33,2.9
user_0074,29,4.1
user_0074,37,2.4
user_0074,35,2.9
user_0074,24,3.3
user_0074,12,2.7
user_0074,0,3.1
user_0074,28,2.9
user_0074,30,1.6
user_0074,51,3.4
user_0074,16,3.0
user_0075,10,4.6
user_0075,3,4.1
user_0075,13,3.4
user_0075,12,3.0
user_0075,11,4.6
user_0075,9,4.1
user_0075,29,3.1
user_0075,16,5.0
user_0075,42,3.8
user_0075,23,3.2
user_0075,0,4.7
user_0075,24,2.8
user_0075,2,3.6
user_0075,50,4.0
user_0075,43,3.0
user_0076,11,1.3
user_0076,9,1.8
user_0076,34,2.2
user_0076,51,2.0
user_0076,7,2.6
user_0076,18,2.2
user_0076,45,3.7
user_0076,6,2.9
user_0076,32,3.7
user_0076,25,2.2
user_0076,19,3.0
user_0076,46,2.5
user_0076,40,4.4
user_0076,39,3.2
user_0076,42,4.9
user_0077,16,2.4
user_0077,13,3.7
user_0077,28,2.9
user_0077,49,3.7
user_0077,1,1.1
user_0077,39,2.3
user_0077,36,4.4
user_0077,50,3.1
user_0077,48,1.2
user_0077,38,2.0
user_0077,26,3.8
user_0077,10,3.1
user_0077,27,3.7
user_0077,46,2.2
user_0077,37,2.2
user_0078,11,4.7
user_0078,29,2.7
user_0078,9,4.1
user_0078,17,4.2
user_0078,48,4.6
user_0078,7,3.4
user_0078,33,3.4
user_0078,31,4.1
user_0078,6,4.9
user_0078,16,4.2
user_0078,30,3.8
user_0078,42,4.3
user_0078,50,5.0
user_0078,10,3.1
user_0078,24,4.2
user_0079,42,2.7
user_0079,0,4.9
user_0079,4,2.9
user_0079,34,3.2
user_0079,3,3.9
user_0079,23,1.9
user_0079,21,4.5
user_0079,13,3.7
user_0079,43,2.2
user_0079,8,2.6
user_0079,16,5.0
user_0079,37,1.9
user_0079,1,2.6
user_0079,31,3.6
user_0079,41,1.1
user_0080,49,3.5
user_0080,4,1.8
user_0080,46,2.4
user_0080,16,2.3
user_0080,28,2.2
user_0080,24,3.2
user_0080,11,2.5
user_0080,20,1.7
user_0080,12,2.4
user_0080,13,3.6
user_0080,27,2.0
user_0080,42,4.0
user_0080,32,1.7
user_0080,37,2.2
user_0080,39,2.3
user_0081,44,5.0
user_0081,45,3.8
user_0081,39,3.9
user_0081,17,2.1
user_0081,2,2.2
user_0081,49,3.7
user_0081,35,2.0
user_0081,9,4.3
user_0081,38,3.8
user_0081,20,4.2
user_0081,0,1.0
user_0081,43,3.6
user_0081,5,2.9
user_0081,34,2.3
user_0081,28,2.7
user_0082,43,3.5
user_0082,9,4.6
user_0082,15,3.4
user_0082,45,4.5
user_0082,39,3.3
user_0082,10,1.8
user_0082,3,4.8
user_0082,37,2.4
user_0082,18,2.1
user_0082,40,3.2
user_0082,22,3.1
user_0082,46,2.3
user_0082,1,2.2
user_0082,25,4.1
user_0082,0,5.0
user_0083,21,4.8
user_0083,39,2.2
user_0083,17,2.2
user_0083,50,2.4
user_0083,10,4.7
user_0083,29,4.9
user_0083,5,3.3
user_0083,36,3.5
user_0083,51,2.9
user_0083,41,1.8
user_0083,27,3.6
user_0083,25,3.6
user_0083,42,2.6
user_0083,48,2.4
user_0083,16,3.8
user_0084,43,3.0
user_0084,4,3.5
user_0084,38,3.1
user_0084,8,2.8
user_0084,1,3.1
user_0084,9,4.8
user_0084,36,3.7
user_0084,19,2.3
user_0084,24,2.7
user_0084,0,4.0
